id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_37827,EVWP,UQLN,2025/02/02 09:05:00,2025/02/02 11:40:00,321,Aft_10006,149
Flt_37828,MBMY,XGOB,2025/02/02 09:05:00,2025/02/02 11:45:00,321,Aft_10134,167
Flt_37829,IZUZ,XGOB,2025/02/02 09:05:00,2025/02/02 10:35:00,319,Aft_10019,87
Flt_37830,FFJA,XGOB,2025/02/02 09:05:00,2025/02/02 11:55:00,321,Aft_10004,189
Flt_37831,XGOB,GTVX,2025/02/02 09:05:00,2025/02/02 13:55:00,321,Aft_10135,302
Flt_37832,CXOJ,NMPZ,2025/02/02 09:10:00,2025/02/02 11:40:00,319,Aft_10136,145
Flt_37833,VBKF,OEQY,2025/02/02 09:10:00,2025/02/02 11:55:00,320,Aft_10137,167
Flt_37834,XGOB,FRMU,2025/02/02 09:15:00,2025/02/02 11:40:00,321,Aft_10138,134
Flt_37835,XGOB,ERHL,2025/02/02 09:15:00,2025/02/02 11:05:00,320,Aft_10139,101
Flt_37836,SNFR,XGOB,2025/02/02 09:15:00,2025/02/02 12:25:00,321,Aft_10140,214
Flt_37837,XGOB,GRIG,2025/02/02 09:20:00,2025/02/02 10:45:00,320,Aft_10141,87
Flt_37838,XGOB,NQQU,2025/02/02 09:20:00,2025/02/02 11:50:00,321,Aft_10142,142
Flt_37839,FRMU,XGOB,2025/02/02 09:20:00,2025/02/02 11:40:00,320,Aft_10143,143
Flt_37840,UQLN,PKEY,2025/02/02 09:25:00,2025/02/02 11:15:00,320,Aft_10018,131
Flt_37841,VTIR,NQQU,2025/02/02 09:25:00,2025/02/02 13:20:00,320,Aft_10144,216
Flt_37842,DDCZ,UQLN,2025/02/02 09:25:00,2025/02/02 11:55:00,321,Aft_10014,153
Flt_37843,XGOB,WZBQ,2025/02/02 09:30:00,2025/02/02 12:15:00,321,Aft_10145,141
Flt_37844,FRMU,CLVM,2025/02/02 09:30:00,2025/02/02 11:50:00,320,Aft_10146,127
Flt_37845,VORI,VTIR,2025/02/02 09:30:00,2025/02/02 13:15:00,321,Aft_10013,236
Flt_37846,XGOB,YLTL,2025/02/02 09:35:00,2025/02/02 13:35:00,321,Aft_10147,216
Flt_37847,CLVM,VBKF,2025/02/02 09:35:00,2025/02/02 11:05:00,320,Aft_10012,103
Flt_37848,XGOB,MGVJ,2025/02/02 09:35:00,2025/02/02 11:50:00,321,Aft_10148,123
Flt_37849,FWCS,XGOB,2025/02/02 09:35:00,2025/02/02 14:00:00,321,Aft_10149,219
Flt_37850,XGOB,VSBC,2025/02/02 09:45:00,2025/02/02 12:00:00,320,Aft_10072,122
Flt_37851,LXHP,UQLN,2025/02/02 09:45:00,2025/02/02 12:25:00,320,Aft_10020,154
Flt_37852,VBKF,CXOJ,2025/02/02 09:50:00,2025/02/02 13:30:00,320,Aft_10015,240
Flt_37853,NMPZ,UQLN,2025/02/02 09:50:00,2025/02/02 11:45:00,320,Aft_10044,106
Flt_37854,HMAL,UQLN,2025/02/02 09:50:00,2025/02/02 11:35:00,320,Aft_10150,105
Flt_37855,IZUZ,XGOB,2025/02/02 09:50:00,2025/02/02 11:25:00,319,Aft_10066,95
Flt_37856,OEQY,GRIG,2025/02/02 09:55:00,2025/02/02 12:30:00,320,Aft_10028,152
Flt_37857,VSBC,UQLN,2025/02/02 09:55:00,2025/02/02 12:30:00,321,Aft_10035,136
Flt_37858,CILH,UQLN,2025/02/02 09:55:00,2025/02/02 12:15:00,321,Aft_10022,139
Flt_37859,OMLA,XGOB,2025/02/02 09:55:00,2025/02/02 12:40:00,320,Aft_10029,170
Flt_37860,CYBH,XGOB,2025/02/02 09:55:00,2025/02/02 13:25:00,321,Aft_10003,207
Flt_37861,GRIG,SRNH,2025/02/02 10:00:00,2025/02/02 12:25:00,320,Aft_10052,151
Flt_37862,XGOB,DDCZ,2025/02/02 10:00:00,2025/02/02 12:25:00,321,Aft_10151,141
Flt_37863,CLKY,XGOB,2025/02/02 10:00:00,2025/02/02 12:10:00,320,Aft_10152,117
Flt_37864,PKEY,XGOB,2025/02/02 10:05:00,2025/02/02 12:15:00,321,Aft_10065,121
Flt_37865,EYCX,VTIR,2025/02/02 10:05:00,2025/02/02 12:40:00,320,Aft_10005,176
Flt_37866,XGOB,QHPU,2025/02/02 10:05:00,2025/02/02 13:15:00,321,Aft_10011,159
Flt_37867,XGOB,KAIG,2025/02/02 10:10:00,2025/02/02 13:35:00,319,Aft_10153,228
Flt_37868,ZWIO,ERHL,2025/02/02 10:15:00,2025/02/02 12:10:00,320,Aft_10010,107
Flt_37869,XGOB,XLXE,2025/02/02 10:15:00,2025/02/02 12:35:00,320,Aft_10154,121
Flt_37870,UQLN,MGVJ,2025/02/02 10:15:00,2025/02/02 12:20:00,320,Aft_10054,113
Flt_37871,AIZY,XGOB,2025/02/02 10:15:00,2025/02/02 12:10:00,319,Aft_10069,95
Flt_37872,XGOB,PZRI,2025/02/02 10:20:00,2025/02/02 15:35:00,321,Aft_10155,292
Flt_37873,HMAL,BQKE,2025/02/02 10:20:00,2025/02/02 12:10:00,320,Aft_10027,104
Flt_37874,FRMU,UQLN,2025/02/02 10:20:00,2025/02/02 12:35:00,321,Aft_10021,125
Flt_37875,XGOB,CXOJ,2025/02/02 10:25:00,2025/02/02 14:10:00,320,Aft_10055,230
Flt_37876,LXHP,DDCZ,2025/02/02 10:25:00,2025/02/02 13:10:00,320,Aft_10039,154
Flt_37877,XGOB,EYCX,2025/02/02 10:25:00,2025/02/02 12:25:00,320,Aft_10085,113
Flt_37878,IAWP,ERHL,2025/02/02 10:25:00,2025/02/02 12:30:00,320,Aft_10023,116
Flt_37879,VORI,ISAX,2025/02/02 10:25:00,2025/02/02 12:10:00,320,Aft_10088,91
Flt_37880,VORI,XGOB,2025/02/02 10:25:00,2025/02/02 12:20:00,320,Aft_10060,122
Flt_37881,VSBC,XGOB,2025/02/02 10:25:00,2025/02/02 13:10:00,321,Aft_10008,146
Flt_37882,SHIS,XGOB,2025/02/02 10:25:00,2025/02/02 12:40:00,320,Aft_10063,133
Flt_37883,FRMU,LUKE,2025/02/02 10:25:00,2025/02/02 12:50:00,320,Aft_10034,140
Flt_37884,MBMY,FQEW,2025/02/02 10:30:00,2025/02/02 14:05:00,321,Aft_10002,206
Flt_37885,SNFR,UQLN,2025/02/02 10:30:00,2025/02/02 13:40:00,321,Aft_10053,174
Flt_37886,WZBQ,UQLN,2025/02/02 10:30:00,2025/02/02 13:30:00,321,Aft_10026,173
Flt_37887,ELBQ,XGOB,2025/02/02 10:30:00,2025/02/02 12:45:00,319,Aft_10079,128
Flt_37888,URTH,XGOB,2025/02/02 10:30:00,2025/02/02 12:45:00,320,Aft_10078,132
Flt_37889,XGOB,OEQY,2025/02/02 10:35:00,2025/02/02 12:50:00,321,Aft_10032,124
Flt_37890,PIEK,NMPZ,2025/02/02 10:35:00,2025/02/02 12:25:00,320,Aft_10068,120
Flt_37891,LXHP,GRIG,2025/02/02 10:40:00,2025/02/02 14:00:00,320,Aft_10040,198
Flt_37892,FIHQ,GRIG,2025/02/02 10:40:00,2025/02/02 13:10:00,320,Aft_10074,135
Flt_37893,XGOB,XLXE,2025/02/02 10:40:00,2025/02/02 13:35:00,321,Aft_10016,124
Flt_37894,OEQY,UQLN,2025/02/02 10:40:00,2025/02/02 13:15:00,320,Aft_10048,166
Flt_37895,SRNH,XGOB,2025/02/02 10:40:00,2025/02/02 12:55:00,320,Aft_10087,121
Flt_37896,CYBH,VTIR,2025/02/02 10:45:00,2025/02/02 13:30:00,321,Aft_10057,191
Flt_37897,XBQP,GRIG,2025/02/02 10:45:00,2025/02/02 14:00:00,320,Aft_10045,178
Flt_37898,HEYQ,GRIG,2025/02/02 10:45:00,2025/02/02 14:10:00,320,Aft_10056,200
Flt_37899,WQLS,XGOB,2025/02/02 10:45:00,2025/02/02 12:10:00,319,Aft_10116,64
Flt_37900,SNFR,XGOB,2025/02/02 10:45:00,2025/02/02 13:50:00,321,Aft_10038,205
Flt_37901,PIEK,ERHL,2025/02/02 10:50:00,2025/02/02 12:40:00,320,Aft_10102,105
Flt_37902,XLXE,UQLN,2025/02/02 10:50:00,2025/02/02 13:30:00,321,Aft_10017,140
Flt_37903,WAVK,UQLN,2025/02/02 10:50:00,2025/02/02 13:05:00,319,Aft_10100,130
Flt_37904,OEQY,XGOB,2025/02/02 10:50:00,2025/02/02 13:45:00,321,Aft_10043,151
Flt_37905,EQTC,VBKF,2025/02/02 10:55:00,2025/02/02 13:25:00,320,Aft_10083,153
Flt_37906,CEUN,GRIG,2025/02/02 10:55:00,2025/02/02 14:10:00,321,Aft_10031,189
Flt_37907,GUZT,XGOB,2025/02/02 10:55:00,2025/02/02 12:15:00,319,Aft_10120,68
Flt_37908,AIZY,XGOB,2025/02/02 10:55:00,2025/02/02 13:00:00,319,Aft_10091,111
Flt_37909,CYBH,VTIR,2025/02/02 10:55:00,2025/02/02 13:55:00,321,Aft_10030,182
Flt_37910,AIZY,VBKF,2025/02/02 11:00:00,2025/02/02 13:35:00,319,Aft_10061,141
Flt_37911,NQQU,UQLN,2025/02/02 11:00:00,2025/02/02 14:00:00,320,Aft_10090,172
Flt_37912,XGOB,MQNB,2025/02/02 11:05:00,2025/02/02 13:25:00,320,Aft_10092,122
Flt_37913,JFWS,IAWP,2025/02/02 11:05:00,2025/02/02 13:05:00,319,Aft_10058,104
Flt_37914,XGOB,LUKE,2025/02/02 11:05:00,2025/02/02 12:25:00,321,Aft_10033,68
Flt_37915,CEUN,MVFV,2025/02/02 11:05:00,2025/02/02 13:15:00,320,Aft_10067,110
Flt_37916,ISAX,XGOB,2025/02/02 11:10:00,2025/02/02 14:20:00,320,Aft_10084,182
Flt_37917,LXHP,XGOB,2025/02/02 11:10:00,2025/02/02 13:50:00,320,Aft_10089,173
Flt_37918,HMAL,DSXP,2025/02/02 11:20:00,2025/02/02 14:00:00,320,Aft_10007,147
Flt_37919,PIEK,HMAL,2025/02/02 11:20:00,2025/02/02 12:55:00,320,Aft_10047,80
Flt_37920,IAWP,CXOJ,2025/02/02 11:25:00,2025/02/02 14:50:00,320,Aft_10076,208
Flt_37921,NJCK,GRIG,2025/02/02 11:25:00,2025/02/02 13:00:00,320,Aft_10121,89
Flt_37922,ERHL,XGOB,2025/02/02 11:25:00,2025/02/02 13:20:00,320,Aft_10075,101
Flt_37923,OSYY,XGOB,2025/02/02 11:25:00,2025/02/02 13:40:00,321,Aft_10114,123
Flt_37924,XGOB,ERHL,2025/02/02 11:35:00,2025/02/02 13:25:00,320,Aft_10101,118
Flt_37925,FRMU,SNFR,2025/02/02 11:35:00,2025/02/02 13:35:00,321,Aft_10080,110
Flt_37926,MKHW,XGOB,2025/02/02 11:35:00,2025/02/02 13:25:00,320,Aft_10086,104
Flt_37927,MVFV,XGOB,2025/02/02 11:35:00,2025/02/02 16:15:00,321,Aft_10059,262
Flt_37928,XGOB,FQEW,2025/02/02 11:40:00,2025/02/02 13:45:00,319,Aft_10009,104
Flt_37929,XGOB,CILH,2025/02/02 11:40:00,2025/02/02 13:50:00,321,Aft_10062,124
Flt_37930,VORI,HBNQ,2025/02/02 11:40:00,2025/02/02 13:25:00,320,Aft_10122,104
Flt_37931,IDKG,XGOB,2025/02/02 11:40:00,2025/02/02 16:25:00,321,Aft_10024,280
Flt_37932,LXHP,IDKG,2025/02/02 11:40:00,2025/02/02 13:40:00,321,Aft_10046,118
Flt_37933,VSBC,JDEH,2025/02/02 11:45:00,2025/02/02 15:30:00,321,Aft_10036,228
Flt_37934,EYCX,ERHL,2025/02/02 11:45:00,2025/02/02 15:15:00,320,Aft_10064,193
Flt_37935,ERHL,HEYQ,2025/02/02 11:45:00,2025/02/02 14:55:00,320,Aft_10037,184
Flt_37936,XGOB,DYXX,2025/02/02 11:45:00,2025/02/02 14:25:00,321,Aft_10156,139
Flt_37937,EYCX,XGOB,2025/02/02 11:45:00,2025/02/02 14:00:00,321,Aft_10119,140
Flt_37938,VBRA,HMAL,2025/02/02 11:50:00,2025/02/02 13:55:00,320,Aft_10049,124
Flt_37939,VTIR,UQLN,2025/02/02 11:50:00,2025/02/02 16:20:00,321,Aft_10042,269
Flt_37940,GRIG,XGOB,2025/02/02 11:50:00,2025/02/02 13:30:00,320,Aft_10141,94
Flt_37941,JFWS,XGOB,2025/02/02 11:50:00,2025/02/02 14:05:00,319,Aft_10096,110
Flt_37942,XLXE,XGOB,2025/02/02 11:50:00,2025/02/02 14:40:00,321,Aft_10106,173
Flt_37943,VTIR,XGOB,2025/02/02 11:50:00,2025/02/02 16:45:00,321,Aft_10041,275
Flt_37944,OSYY,UQLN,2025/02/02 11:55:00,2025/02/02 14:00:00,320,Aft_10125,119
Flt_37945,FRMU,XGOB,2025/02/02 11:55:00,2025/02/02 14:15:00,321,Aft_10094,141
Flt_37946,VSBC,XGOB,2025/02/02 11:55:00,2025/02/02 14:25:00,320,Aft_10104,149
Flt_37947,CYBH,XGOB,2025/02/02 11:55:00,2025/02/02 15:35:00,321,Aft_10095,216
Flt_37948,XGOB,SXJJ,2025/02/02 11:55:00,2025/02/02 16:00:00,319,Aft_10019,254
