crewId,base,stayStation
Crew_10181,XGOB,XGOB
Crew_10182,XGOB,XGOB
Crew_10185,VBKF,XGOB
Crew_10186,XGOB,GRIG
Crew_10187,GRIG,GRIG
Crew_10188,GRIG,GRIG
Crew_10189,GRIG,GRIG
Crew_10190,UQLN,UQLN
Crew_10192,UQLN,UQLN
Crew_10193,GRIG,GRIG
Crew_10194,XGOB,XGOB
Crew_10196,XGOB,XGOB
Crew_10198,UQLN,UQLN
Crew_10200,XGOB,XGOB
Crew_10201,XGOB,XGOB
Crew_10203,UQLN,UQLN
Crew_10204,UQLN,UQLN
Crew_10205,XGOB,XGOB
Crew_10207,XGOB,XGOB
Crew_10209,XGOB,XGOB
Crew_10211,XGOB,XGOB
Crew_10212,XGOB,XGOB
Crew_10213,XGOB,XGOB
Crew_10214,XGOB,XGOB
Crew_10215,XGOB,XGOB
Crew_10218,XGOB,SNFR
Crew_10219,XGOB,XGOB
Crew_10220,XGOB,XGOB
Crew_10221,GRIG,GRIG
Crew_10222,XGOB,XGOB
Crew_10225,XGOB,XGOB
Crew_10227,XGOB,XGOB
Crew_10228,XGOB,XGOB
Crew_10230,XGOB,XGOB
Crew_10231,XGOB,MBMY
Crew_10233,XGOB,XGOB
Crew_10235,UQLN,UQLN
Crew_10236,XGOB,XGOB
Crew_10237,XGOB,XGOB
Crew_10238,XGOB,XGOB
Crew_10243,UQLN,UQLN
Crew_10244,XGOB,XGOB
Crew_10245,XGOB,XGOB
Crew_10248,XGOB,XGOB
Crew_10249,WZBQ,WZBQ
Crew_10250,XGOB,XGOB
Crew_10252,XGOB,XGOB
Crew_10253,XGOB,XGOB
Crew_10254,XGOB,FRMU
Crew_10255,GRIG,GRIG
Crew_10256,UQLN,UQLN
Crew_10257,XGOB,XGOB
Crew_10260,XGOB,XGOB
Crew_10261,XGOB,XGOB
Crew_10262,UQLN,UQLN
Crew_10263,XGOB,XGOB
Crew_10264,XGOB,XGOB
Crew_10265,XGOB,XGOB
Crew_10266,GRIG,GRIG
Crew_10267,XGOB,XGOB
Crew_10268,XGOB,XGOB
Crew_10269,XGOB,XGOB
Crew_10270,XGOB,XGOB
Crew_10271,VTIR,VTIR
Crew_10272,XGOB,XGOB
Crew_10273,XGOB,XGOB
Crew_10274,XGOB,XGOB
Crew_10275,XGOB,SNFR
Crew_10276,UQLN,UQLN
Crew_10278,XGOB,XGOB
Crew_10279,XGOB,XGOB
Crew_10280,XGOB,XGOB
Crew_10281,XGOB,XGOB
Crew_10282,XGOB,XGOB
Crew_10284,XGOB,XGOB
Crew_10285,XGOB,XGOB
Crew_10286,XGOB,OEQY
Crew_10287,XGOB,XGOB
Crew_10291,XGOB,XGOB
Crew_10292,XGOB,XGOB
Crew_10293,XGOB,XGOB
Crew_10294,XGOB,XGOB
Crew_10295,XGOB,XGOB
Crew_10296,XGOB,CXOJ
Crew_10297,XGOB,XGOB
Crew_10298,XGOB,XGOB
Crew_10300,XGOB,XGOB
Crew_10301,XGOB,XGOB
Crew_10302,XGOB,XGOB
Crew_10303,UQLN,UQLN
Crew_10304,XGOB,XGOB
Crew_10305,XGOB,XGOB
Crew_10306,UQLN,UQLN
Crew_10307,XGOB,LXHP
Crew_10309,XGOB,XGOB
Crew_10310,XGOB,JDEH
Crew_10311,UQLN,UQLN
Crew_10312,XGOB,XGOB
Crew_10313,UQLN,UQLN
Crew_10315,WZBQ,MBMY
Crew_10316,UQLN,UQLN
Crew_10318,GRIG,GRIG
Crew_10320,SNFR,SNFR
Crew_10322,SNFR,SNFR
Crew_10323,XGOB,XGOB
Crew_10324,UQLN,UQLN
Crew_10325,XGOB,XGOB
Crew_10326,WZBQ,ZWIO
Crew_10329,XGOB,JDEH
Crew_10330,XGOB,XGOB
Crew_10332,UQLN,UQLN
Crew_10333,VBKF,VBKF
Crew_10334,XGOB,XGOB
Crew_10335,XGOB,XGOB
Crew_10336,XGOB,XGOB
Crew_10337,UQLN,VTIR
Crew_10338,XGOB,XGOB
Crew_10339,XGOB,XGOB
Crew_10340,UQLN,UQLN
Crew_10341,VTIR,VTIR
Crew_10343,XGOB,XGOB
Crew_10345,XGOB,XGOB
Crew_10346,UQLN,VTIR
Crew_10348,UQLN,UQLN
Crew_10349,XGOB,XGOB
Crew_10350,XGOB,LUKE
Crew_10351,XGOB,XGOB
Crew_10352,XGOB,XGOB
Crew_10353,XGOB,VTIR
Crew_10354,XGOB,XGOB
Crew_10355,GRIG,GRIG
Crew_10356,XGOB,XGOB
Crew_10358,XGOB,XGOB
Crew_10359,XGOB,XGOB
Crew_10360,UQLN,CXOJ
Crew_10361,XGOB,XGOB
Crew_10362,XGOB,XGOB
Crew_10363,VBKF,VBKF
Crew_10364,UQLN,UQLN
Crew_10365,XGOB,XGOB
Crew_10366,XGOB,XGOB
Crew_10367,XGOB,CLKY
Crew_10368,XGOB,XGOB
Crew_10369,XGOB,XGOB
Crew_10370,UQLN,UQLN
Crew_10371,XGOB,MBMY
Crew_10372,XGOB,XGOB
Crew_10373,XGOB,XGOB
Crew_10374,XGOB,XGOB
Crew_10375,UQLN,UQLN
Crew_10377,XGOB,VTIR
Crew_10378,GRIG,GRIG
Crew_10379,XGOB,SNFR
Crew_10380,XGOB,XGOB
Crew_10381,UQLN,UQLN
Crew_10382,UQLN,UQLN
Crew_10383,XGOB,XGOB
Crew_10385,XGOB,XGOB
Crew_10386,GRIG,SNFR
Crew_10387,SNFR,CXOJ
Crew_10389,UQLN,WZBQ
Crew_10390,GRIG,VTIR
Crew_10392,XGOB,XGOB
Crew_10393,XGOB,XGOB
Crew_10394,XGOB,XGOB
Crew_10395,SNFR,SNFR
Crew_10396,XGOB,XGOB
Crew_10397,XGOB,XGOB
Crew_10398,XGOB,XGOB
Crew_10399,XGOB,XGOB
Crew_10400,XGOB,XGOB
Crew_10402,XGOB,XGOB
Crew_10403,XGOB,XGOB
Crew_10404,SNFR,SNFR
Crew_10405,UQLN,UQLN
Crew_10406,SNFR,SNFR
Crew_10407,XGOB,XGOB
Crew_10408,XGOB,XGOB
Crew_10409,UQLN,UQLN
Crew_10410,XGOB,JDEH
Crew_10412,XGOB,XGOB
Crew_10413,XGOB,XGOB
Crew_10414,XGOB,XGOB
Crew_10415,XGOB,XGOB
Crew_10416,XGOB,XGOB
Crew_10417,XGOB,XGOB
Crew_10418,XGOB,MBMY
Crew_10421,XGOB,XGOB
Crew_10422,XGOB,MBMY
Crew_10423,XGOB,XGOB
Crew_10424,UQLN,XGOB
Crew_10425,XGOB,XGOB
Crew_10426,XGOB,XGOB
Crew_10427,UQLN,UQLN
Crew_10428,XGOB,OEQY
Crew_10429,SNFR,SNFR
Crew_10430,UQLN,UQLN
Crew_10431,XGOB,GRIG
Crew_10432,GRIG,GRIG
Crew_10433,UQLN,UQLN
Crew_10434,XGOB,XGOB
Crew_10435,XGOB,XGOB
Crew_10436,XGOB,XGOB
Crew_10437,GRIG,GRIG
Crew_10438,UQLN,UQLN
Crew_10439,XGOB,XGOB
Crew_10441,UQLN,JDEH
Crew_10442,GRIG,GRIG
Crew_10443,XGOB,XGOB
Crew_10444,XGOB,XGOB
Crew_10445,XGOB,XGOB
Crew_10446,XGOB,XGOB
Crew_10447,XGOB,XGOB
Crew_10448,GRIG,LXHP
Crew_10449,UQLN,UQLN
Crew_10450,XGOB,XGOB
Crew_10451,XGOB,XGOB
Crew_10452,XGOB,XGOB
Crew_10453,XGOB,XGOB
Crew_10455,XGOB,XGOB
Crew_10456,UQLN,UQLN
Crew_10458,UQLN,UQLN
Crew_10459,UQLN,UQLN
Crew_10460,XGOB,XGOB
Crew_10461,XGOB,XGOB
Crew_10462,XGOB,XGOB
Crew_10463,XGOB,XGOB
Crew_10464,XGOB,XGOB
Crew_10465,XGOB,XGOB
Crew_10466,XGOB,XGOB
Crew_10467,UQLN,UQLN
Crew_10468,UQLN,UQLN
Crew_10469,GRIG,GRIG
Crew_10471,XGOB,XGOB
Crew_10472,XGOB,XGOB
Crew_10473,UQLN,UQLN
Crew_10474,XGOB,XGOB
Crew_10475,XGOB,XGOB
Crew_10476,XGOB,XGOB
Crew_10477,UQLN,UQLN
Crew_10478,XGOB,XGOB
Crew_10479,XGOB,XGOB
Crew_10480,UQLN,UQLN
Crew_10481,XGOB,XGOB
Crew_10482,XGOB,XGOB
Crew_10483,XGOB,XGOB
Crew_10484,GRIG,GRIG
Crew_10485,UQLN,UQLN
Crew_10486,XGOB,XGOB
Crew_10487,XGOB,XGOB
Crew_10488,XGOB,XGOB
Crew_10489,XGOB,XGOB
Crew_10490,UQLN,UQLN
Crew_10491,GRIG,GRIG
Crew_10493,XGOB,WZBQ
Crew_10494,XGOB,XGOB
Crew_10496,XGOB,XGOB
Crew_10497,WZBQ,WZBQ
Crew_10498,GRIG,GRIG
Crew_10499,XGOB,XGOB
Crew_10500,XGOB,XGOB
Crew_10501,XGOB,XGOB
Crew_10502,UQLN,UQLN
Crew_10503,GRIG,GRIG
Crew_10504,XGOB,XGOB
Crew_10505,XGOB,XGOB
Crew_10506,XGOB,XGOB
Crew_10509,XGOB,WZBQ
Crew_10510,UQLN,VTIR
Crew_10512,XGOB,XGOB
Crew_10513,GRIG,GRIG
Crew_10514,XGOB,XGOB
Crew_10515,XGOB,XGOB
Crew_10516,XGOB,XGOB
Crew_10517,XGOB,XGOB
Crew_10518,XGOB,XGOB
Crew_10519,XGOB,XGOB
Crew_10520,XGOB,XGOB
Crew_10521,XGOB,XGOB
Crew_10523,WZBQ,JDEH
Crew_10524,XGOB,XGOB
Crew_10525,XGOB,LXHP
Crew_10526,XGOB,XGOB
Crew_10527,XGOB,MBMY
Crew_10528,XGOB,XGOB
Crew_10529,XGOB,XGOB
Crew_10530,UQLN,XLXE
Crew_10531,XGOB,UQLN
Crew_10534,UQLN,UQLN
Crew_10535,GRIG,GRIG
Crew_10536,XGOB,XGOB
Crew_10537,UQLN,UQLN
Crew_10538,XGOB,XGOB
Crew_10539,XGOB,WZBQ
Crew_10540,XGOB,XGOB
Crew_10542,XGOB,XGOB
Crew_10543,XGOB,XGOB
Crew_10544,XGOB,CXOJ
Crew_10545,UQLN,UQLN
Crew_10547,XGOB,XGOB
Crew_10548,XGOB,XGOB
Crew_10549,XGOB,XGOB
Crew_10550,XGOB,XGOB
Crew_10551,XGOB,XGOB
Crew_10552,XGOB,XGOB
Crew_10553,XGOB,XGOB
Crew_10554,XGOB,XGOB
Crew_10555,XGOB,XGOB
Crew_10556,XGOB,XGOB
Crew_10558,UQLN,UQLN
Crew_10559,XGOB,XGOB
Crew_10561,UQLN,UQLN
Crew_10562,GRIG,GRIG
Crew_10563,UQLN,UQLN
Crew_10564,XGOB,XGOB
Crew_10565,XGOB,XGOB
Crew_10566,XGOB,XGOB
Crew_10567,XGOB,XGOB
Crew_10568,XGOB,XGOB
Crew_10569,XGOB,XGOB
Crew_10570,XGOB,XGOB
Crew_10571,UQLN,UQLN
Crew_10572,XGOB,XGOB
Crew_10573,UQLN,FWCS
Crew_10575,XGOB,XGOB
Crew_10577,UQLN,UQLN
Crew_10578,GRIG,GRIG
Crew_10579,UQLN,WZBQ
Crew_10580,GRIG,GRIG
Crew_10583,GRIG,GRIG
Crew_10584,XGOB,XGOB
Crew_10585,UQLN,UQLN
Crew_10586,XGOB,XGOB
Crew_10587,SNFR,SNFR
Crew_10588,XGOB,XGOB
Crew_10589,XGOB,XGOB
Crew_10590,GRIG,GRIG
Crew_10591,XGOB,XGOB
Crew_10592,VTIR,VTIR
Crew_10593,UQLN,UQLN
Crew_10594,GRIG,GRIG
Crew_10595,XGOB,XGOB
Crew_10596,UQLN,UQLN
Crew_10597,VBKF,VBKF
Crew_10598,GRIG,GRIG
Crew_10600,UQLN,UQLN
Crew_10602,XGOB,WZBQ
Crew_10603,GRIG,GRIG
Crew_10605,XGOB,MBMY
Crew_10606,GRIG,CXOJ
Crew_10607,XGOB,XGOB
Crew_10608,UQLN,UQLN
Crew_10609,GRIG,FRMU
Crew_10610,VBKF,VBKF
Crew_10611,GRIG,GRIG
Crew_10612,UQLN,FRMU
Crew_10613,XGOB,XGOB
Crew_10614,UQLN,UQLN
Crew_10615,SNFR,SNFR
Crew_10617,XGOB,XGOB
Crew_10619,XGOB,XGOB
Crew_10620,XGOB,XGOB
Crew_10622,XGOB,LXHP
Crew_10623,UQLN,UQLN
Crew_10624,XGOB,SNFR
Crew_10625,XGOB,XGOB
Crew_10626,SNFR,SNFR
Crew_10627,XGOB,XGOB
Crew_10628,UQLN,UQLN
Crew_10629,XGOB,UQLN
Crew_10630,XGOB,XGOB
Crew_10631,XGOB,XGOB
Crew_10632,XGOB,XGOB
Crew_10633,XGOB,XGOB
Crew_10634,SNFR,SNFR
Crew_10635,GRIG,GRIG
Crew_10636,UQLN,UQLN
Crew_10637,XGOB,XGOB
Crew_10638,XGOB,XGOB
Crew_10639,GRIG,GRIG
Crew_10640,XGOB,XGOB
Crew_10641,XGOB,XGOB
Crew_10642,UQLN,UQLN
Crew_10644,UQLN,UQLN
Crew_10645,XGOB,MBMY
Crew_10646,GRIG,GRIG
Crew_10647,UQLN,CXOJ
Crew_10648,XGOB,XGOB
Crew_10649,GRIG,GRIG
Crew_10650,XGOB,HMAL
Crew_10652,XGOB,XGOB
Crew_10653,XGOB,XGOB
Crew_10654,XGOB,XGOB
Crew_10655,XGOB,XGOB
Crew_10656,GRIG,GRIG
Crew_10657,UQLN,UQLN
Crew_10658,XGOB,XGOB
Crew_10659,XGOB,XGOB
Crew_10660,XGOB,XGOB
Crew_10661,XGOB,XGOB
Crew_10662,WZBQ,WZBQ
Crew_10663,XGOB,XGOB
Crew_10664,XGOB,FRMU
Crew_10665,XGOB,XGOB
Crew_10666,SNFR,SNFR
Crew_10667,VBKF,VTIR
Crew_10668,VBKF,VBKF
Crew_10669,XGOB,XGOB
Crew_10670,XGOB,XGOB
Crew_10671,UQLN,UQLN
Crew_10672,XGOB,SNFR
Crew_10673,XGOB,XGOB
Crew_10674,XGOB,XGOB
Crew_10676,UQLN,UQLN
Crew_10677,XGOB,XGOB
Crew_10678,XGOB,XGOB
Crew_10679,XGOB,XGOB
Crew_10680,UQLN,SNFR
Crew_10681,GRIG,GRIG
Crew_10682,UQLN,UQLN
Crew_10683,XGOB,XGOB
Crew_10684,XGOB,XGOB
Crew_10685,XGOB,XGOB
Crew_10686,VTIR,VTIR
Crew_10687,XGOB,XGOB
Crew_10688,XGOB,XGOB
Crew_10689,XGOB,XGOB
Crew_10690,XGOB,XGOB
Crew_10692,XGOB,XGOB
Crew_10693,XGOB,XGOB
Crew_10695,XGOB,XGOB
Crew_10696,XGOB,XGOB
Crew_10698,XGOB,XGOB
Crew_10699,GRIG,VTIR
Crew_10700,GRIG,VTIR
Crew_10702,UQLN,UQLN
Crew_10703,XGOB,XGOB
Crew_10704,UQLN,UQLN
Crew_10705,XGOB,XGOB
Crew_10706,XGOB,FWCS
Crew_10707,XGOB,XGOB
Crew_10708,XGOB,XGOB
Crew_10709,XGOB,XGOB
Crew_10710,UQLN,UQLN
Crew_10711,XGOB,JDEH
Crew_10712,XGOB,XGOB
Crew_10713,XGOB,XGOB
Crew_10715,XGOB,XGOB
Crew_10716,GRIG,VTIR
Crew_10717,XGOB,XGOB
Crew_10719,VBKF,VBKF
Crew_10720,XGOB,XGOB
Crew_10721,VBKF,VBKF
Crew_10723,XGOB,XGOB
Crew_10725,GRIG,GRIG
Crew_10726,UQLN,CXOJ
Crew_10727,UQLN,UQLN
Crew_10728,XGOB,XGOB
Crew_10729,VTIR,VTIR
Crew_10731,SNFR,SNFR
Crew_10733,GRIG,GRIG
Crew_10734,XGOB,XGOB
Crew_10735,XGOB,XGOB
Crew_10736,GRIG,GRIG
Crew_10737,XGOB,CLVM
Crew_10738,XGOB,XGOB
Crew_10739,GRIG,GRIG
Crew_10740,GRIG,VTIR
Crew_10741,XGOB,XGOB
Crew_10742,XGOB,XGOB
Crew_10743,GRIG,GRIG
Crew_10745,UQLN,UQLN
Crew_10746,VTIR,VTIR
Crew_10747,XGOB,XGOB
Crew_10748,XGOB,XGOB
Crew_10750,XGOB,XGOB
Crew_10751,UQLN,FRMU
Crew_10752,GRIG,GRIG
Crew_10753,XGOB,XGOB
Crew_10755,GRIG,GRIG
Crew_10757,XGOB,XGOB
Crew_10758,XGOB,XGOB
Crew_10759,XGOB,XGOB
Crew_10760,XGOB,XGOB
Crew_10761,XGOB,XGOB
Crew_10765,XGOB,XGOB
Crew_10766,UQLN,UQLN
Crew_10767,GRIG,GRIG
Crew_10768,XGOB,WZBQ
Crew_10769,XGOB,XGOB
Crew_10770,UQLN,UQLN
Crew_10771,XGOB,XGOB
Crew_10772,XGOB,VBKF
Crew_10773,UQLN,WZBQ
Crew_10774,XGOB,XGOB
Crew_10775,XGOB,XGOB
Crew_10777,XGOB,XGOB
Crew_10778,XGOB,XGOB
Crew_10779,XGOB,SNFR
Crew_10781,XGOB,XGOB
Crew_10782,XGOB,XGOB
Crew_10783,UQLN,UQLN
Crew_10785,XGOB,XGOB
Crew_10786,XGOB,XGOB
Crew_10787,UQLN,UQLN
Crew_10788,GRIG,GRIG
Crew_10789,WZBQ,XGOB
Crew_10790,UQLN,UQLN
Crew_10791,XGOB,XGOB
Crew_10792,MBMY,MBMY
Crew_10793,XGOB,XGOB
Crew_10794,XGOB,VTIR
Crew_10795,VBKF,VBKF
Crew_10797,XGOB,XGOB
Crew_10798,XGOB,CXOJ
Crew_10799,XGOB,LXHP
Crew_10800,XGOB,XGOB
Crew_10802,XGOB,XGOB
Crew_10803,XGOB,XGOB
Crew_10804,XGOB,XGOB
Crew_10805,XGOB,XGOB
Crew_10806,XGOB,XGOB
Crew_10807,XGOB,XGOB
Crew_10808,XGOB,XGOB
Crew_10809,SNFR,SNFR
Crew_10810,XGOB,XGOB
Crew_10811,XGOB,XGOB
Crew_10813,UQLN,UQLN
Crew_10815,XGOB,XGOB
Crew_10816,XGOB,XGOB
Crew_10817,XGOB,XGOB
Crew_10818,XGOB,XGOB
Crew_10820,XGOB,XGOB
Crew_10821,XGOB,XGOB
Crew_10822,UQLN,UQLN
Crew_10823,XGOB,XGOB
Crew_10824,XGOB,XGOB
Crew_10825,XGOB,XGOB
Crew_10826,XGOB,XGOB
Crew_10827,XGOB,MBMY
Crew_10828,XGOB,XGOB
Crew_10829,UQLN,UQLN
Crew_10830,XGOB,XGOB
Crew_10831,XGOB,UQLN
Crew_10832,XGOB,XGOB
Crew_10833,XGOB,XGOB
Crew_10834,GRIG,GRIG
Crew_10835,XGOB,XGOB
Crew_10836,XGOB,XGOB
Crew_10837,XGOB,VTIR
Crew_10838,UQLN,UQLN
Crew_10839,UQLN,UQLN
Crew_10840,UQLN,UQLN
Crew_10841,UQLN,VTIR
Crew_10842,UQLN,UQLN
Crew_10843,XGOB,XGOB
Crew_10844,UQLN,VTIR
Crew_10845,XGOB,XGOB
Crew_10846,XGOB,XGOB
Crew_10847,XGOB,VBKF
Crew_10848,XGOB,HMAL
Crew_10849,XGOB,VTIR
Crew_10850,GRIG,GRIG
Crew_10851,UQLN,UQLN
Crew_10852,XGOB,XGOB
Crew_10853,XGOB,XGOB
Crew_10854,GRIG,GRIG
Crew_10855,XGOB,CLKY
Crew_10856,UQLN,VTIR
Crew_10857,UQLN,UQLN
Crew_10858,XGOB,LUKE
Crew_10860,XGOB,XGOB
Crew_10861,VBKF,VBKF
Crew_10862,XGOB,XGOB
Crew_10863,XGOB,XGOB
Crew_10864,XGOB,XGOB
Crew_10865,XGOB,XGOB
Crew_10866,GRIG,VTIR
Crew_10867,SNFR,SNFR
Crew_10868,XGOB,XGOB
Crew_10869,GRIG,VBKF
Crew_10870,SNFR,SNFR
Crew_10871,SNFR,SNFR
Crew_10872,GRIG,GRIG
Crew_10875,UQLN,UQLN
Crew_10877,XGOB,XGOB
