id,depaAirport,arriAirport,std,sta,fleet,aircraftNo,flyTime
Flt_13772,IGVH,KHPY,2025/1/1 7:15,2025/1/1 9:55,320,AFT_10045,152
Flt_13773,XALQ,LCYY,2025/1/1 7:15,2025/1/1 9:30,319,AFT_10046,127
Flt_13774,JTZV,IRVV,2025/1/1 7:15,2025/1/1 10:25,321,AFT_10047,172
Flt_13775,JTZV,TLRK,2025/1/1 7:20,2025/1/1 9:25,321,AFT_10048,108
Flt_13776,WDWO,GPWJ,2025/1/1 7:20,2025/1/1 10:20,319,AFT_10049,163
Flt_13777,JTZV,NYKQ,2025/1/1 7:25,2025/1/1 9:40,320,AFT_10050,120
Flt_13778,CGHU,KHPY,2025/1/1 7:25,2025/1/1 10:40,320,AFT_10051,181
Flt_13779,JTZV,EZNJ,2025/1/1 7:25,2025/1/1 9:15,321,AFT_10052,100
Flt_13780,JTZV,BKVZ,2025/1/1 7:25,2025/1/1 9:05,320,AFT_10053,81
Flt_13781,IGVH,TJFR,2025/1/1 7:25,2025/1/1 10:10,320,AFT_10054,133
Flt_13782,ZOEV,PNOJ,2025/1/1 7:25,2025/1/1 9:50,320,AFT_10055,134
Flt_13783,JTZV,GPWJ,2025/1/1 7:25,2025/1/1 9:30,319,AFT_10056,116
Flt_13784,CGHU,JTZV,2025/1/1 7:25,2025/1/1 11:55,321,AFT_10057,286
Flt_13785,UNUN,JTZV,2025/1/1 7:25,2025/1/1 11:20,320,AFT_10058,211
Flt_13786,JTZV,CFEV,2025/1/1 7:30,2025/1/1 10:05,319,AFT_10059,147
Flt_13787,VEYC,JTZV,2025/1/1 7:30,2025/1/1 8:35,320,AFT_10060,62
Flt_13788,ZFTY,TIDB,2025/1/1 7:40,2025/1/1 9:50,320,AFT_10061,120
Flt_13789,JTZV,JXKD,2025/1/1 7:40,2025/1/1 9:40,320,AFT_10062,107
Flt_13790,YELV,MOXE,2025/1/1 7:40,2025/1/1 10:40,320,AFT_10063,187
Flt_13791,YELV,JTZV,2025/1/1 7:40,2025/1/1 10:55,320,AFT_10064,195
Flt_13792,ZFTY,JTZV,2025/1/1 7:40,2025/1/1 10:45,321,AFT_10065,167
Flt_13793,JTZV,UHBK,2025/1/1 7:45,2025/1/1 9:45,320,AFT_10066,99
Flt_13794,JTZV,LQVJ,2025/1/1 7:45,2025/1/1 9:45,320,AFT_10067,108
Flt_13795,YELV,MEEP,2025/1/1 7:50,2025/1/1 10:15,321,AFT_10068,144
Flt_13796,YELV,YKHO,2025/1/1 7:50,2025/1/1 11:10,320,AFT_10069,189
Flt_13797,CGHU,LCYY,2025/1/1 7:50,2025/1/1 11:25,321,AFT_10070,182
Flt_13798,IGVH,JTZV,2025/1/1 7:50,2025/1/1 9:10,319,AFT_10071,73
Flt_13799,JTZV,AJDW,2025/1/1 7:55,2025/1/1 9:55,320,AFT_10072,99
Flt_13800,ZBRM,TLRK,2025/1/1 7:55,2025/1/1 9:25,320,AFT_10073,91
Flt_13801,JTZV,DIZB,2025/1/1 7:55,2025/1/1 10:20,321,AFT_10074,130
Flt_13802,WDWO,PNOJ,2025/1/1 7:55,2025/1/1 9:45,320,AFT_10075,91
Flt_13803,JTZV,GPWJ,2025/1/1 7:55,2025/1/1 10:10,319,AFT_10076,134
Flt_13804,LRNO,JTZV,2025/1/1 7:55,2025/1/1 9:55,320,AFT_10077,104
Flt_13805,JTZV,LCYY,2025/1/1 8:00,2025/1/1 10:40,321,AFT_10078,142
Flt_13806,YELV,ZBRM,2025/1/1 8:00,2025/1/1 11:10,319,AFT_10079,193
Flt_13807,XALQ,IRVV,2025/1/1 8:00,2025/1/1 11:05,320,AFT_10080,163
Flt_13808,CGHU,ZKXC,2025/1/1 8:05,2025/1/1 11:10,320,AFT_10081,172
Flt_13809,ZOEV,DJQK,2025/1/1 8:05,2025/1/1 10:50,320,AFT_10082,153
Flt_13810,XALQ,KIJU,2025/1/1 8:05,2025/1/1 9:45,320,AFT_10083,102
Flt_13811,KXUZ,JTZV,2025/1/1 8:05,2025/1/1 10:40,321,AFT_10084,142
Flt_13812,JTZV,WGZL,2025/1/1 8:15,2025/1/1 10:35,321,AFT_10085,132
Flt_13813,YELV,GSWW,2025/1/1 8:15,2025/1/1 11:30,320,AFT_10086,176
Flt_13814,XALQ,CFEV,2025/1/1 8:15,2025/1/1 11:20,319,AFT_10087,175
Flt_13815,JTZV,UNUN,2025/1/1 8:15,2025/1/1 11:40,320,AFT_10088,212
Flt_13816,ZOEV,XALQ,2025/1/1 8:20,2025/1/1 10:45,321,AFT_10089,135
Flt_13817,DIZB,JTZV,2025/1/1 8:20,2025/1/1 11:00,320,AFT_10090,157
Flt_13818,JTZV,RPOA,2025/1/1 8:20,2025/1/1 11:35,319,AFT_10091,165
Flt_13819,JTZV,QKWB,2025/1/1 8:25,2025/1/1 11:20,320,AFT_10092,149
Flt_13820,JTZV,CFEV,2025/1/1 8:30,2025/1/1 11:05,319,AFT_10093,142
Flt_13821,ZFTY,JTZV,2025/1/1 8:30,2025/1/1 11:35,321,AFT_10094,170
Flt_13822,JTZV,ZMZW,2025/1/1 8:35,2025/1/1 11:20,321,AFT_10095,165
Flt_13823,YELV,XALQ,2025/1/1 8:35,2025/1/1 11:25,319,AFT_10096,178
Flt_13824,JTZV,FTOI,2025/1/1 8:35,2025/1/1 10:00,319,AFT_10097,91
Flt_13825,WDWO,CFEV,2025/1/1 8:35,2025/1/1 12:10,319,AFT_10098,205
Flt_13826,JTZV,KHPY,2025/1/1 8:40,2025/1/1 10:40,321,AFT_10099,110
Flt_13827,JTZV,XGWY,2025/1/1 8:40,2025/1/1 10:10,319,AFT_10100,79
Flt_13828,GSWW,JTZV,2025/1/1 8:40,2025/1/1 10:15,321,AFT_10005,80
Flt_13829,IGVH,GAGH,2025/1/1 8:45,2025/1/1 10:25,320,AFT_10101,96
Flt_13830,XALQ,RXPU,2025/1/1 8:45,2025/1/1 10:55,320,AFT_10102,120
Flt_13831,CGHU,UTFU,2025/1/1 8:50,2025/1/1 11:50,320,AFT_10103,175
Flt_13832,JTZV,RMNJ,2025/1/1 8:55,2025/1/1 11:15,320,AFT_10104,126
Flt_13833,JTZV,FCVG,2025/1/1 9:00,2025/1/1 12:10,321,AFT_10105,204
Flt_13834,IGVH,DIZB,2025/1/1 9:00,2025/1/1 11:50,320,AFT_10106,165
Flt_13835,JTZV,RXPU,2025/1/1 9:00,2025/1/1 11:25,321,AFT_10107,128
Flt_13836,CGHU,TJFR,2025/1/1 9:00,2025/1/1 11:55,320,AFT_10108,149
Flt_13837,XALQ,GPWJ,2025/1/1 9:00,2025/1/1 11:35,319,AFT_10109,140
Flt_13838,JTZV,MKLY,2025/1/1 9:00,2025/1/1 13:55,320,AFT_10110,282
Flt_13839,JTZV,JXKD,2025/1/1 9:05,2025/1/1 11:05,320,AFT_10111,109
Flt_13840,JTZV,DJQK,2025/1/1 9:05,2025/1/1 11:45,320,AFT_10112,148
Flt_13841,JTZV,TJFR,2025/1/1 9:05,2025/1/1 11:20,321,AFT_10113,133
Flt_13842,YEQV,XALQ,2025/1/1 9:05,2025/1/1 11:40,320,AFT_10002,161
Flt_13843,ZOEV,JTZV,2025/1/1 9:05,2025/1/1 11:45,321,AFT_10114,144
Flt_13844,BKVZ,JTZV,2025/1/1 9:05,2025/1/1 10:35,320,AFT_10012,91
Flt_13845,WDWO,KXUZ,2025/1/1 9:10,2025/1/1 11:55,320,AFT_10115,166
Flt_13846,UNUN,QFKO,2025/1/1 9:10,2025/1/1 11:40,319,AFT_10116,142
Flt_13847,JTZV,UNUN,2025/1/1 9:10,2025/1/1 13:00,320,AFT_10117,216
Flt_13848,JTZV,MEEP,2025/1/1 9:15,2025/1/1 11:40,321,AFT_10118,128
Flt_13849,JTZV,CHCY,2025/1/1 9:15,2025/1/1 11:50,320,AFT_10119,140
Flt_13850,YELV,JTZV,2025/1/1 9:15,2025/1/1 12:25,321,AFT_10120,203
Flt_13851,JTZV,IGVH,2025/1/1 9:20,2025/1/1 10:45,321,AFT_10121,79
Flt_13852,MEEP,JTZV,2025/1/1 9:20,2025/1/1 11:40,320,AFT_10122,131
Flt_13853,XALQ,EZNJ,2025/1/1 9:25,2025/1/1 11:15,320,AFT_10010,109
Flt_13854,CGHU,CHCY,2025/1/1 9:25,2025/1/1 13:20,320,AFT_10123,212
Flt_13855,JTZV,ZFTY,2025/1/1 9:30,2025/1/1 12:15,321,AFT_10124,141
Flt_13856,JTZV,WOSF,2025/1/1 9:30,2025/1/1 11:15,319,AFT_10125,105
Flt_13857,MEEP,ZBRM,2025/1/1 9:30,2025/1/1 11:50,320,AFT_10126,126
Flt_13858,JTZV,LPNC,2025/1/1 9:35,2025/1/1 14:10,321,AFT_10127,254
Flt_13859,JTZV,TXMD,2025/1/1 9:35,2025/1/1 13:35,321,AFT_10128,228
Flt_13860,ZBRM,WDWO,2025/1/1 9:35,2025/1/1 11:05,320,AFT_10008,101
Flt_13861,DIZB,CGHU,2025/1/1 9:35,2025/1/1 11:50,320,AFT_10022,148
Flt_13862,DFQN,JTZV,2025/1/1 9:40,2025/1/1 14:00,321,AFT_10129,202
Flt_13863,JTZV,WGZL,2025/1/1 9:45,2025/1/1 12:00,320,AFT_10060,137
Flt_13864,LRNO,XALQ,2025/1/1 9:50,2025/1/1 11:35,321,AFT_10019,85
Flt_13865,DIZB,XALQ,2025/1/1 9:50,2025/1/1 12:25,320,AFT_10130,143
Flt_13866,QFKO,XALQ,2025/1/1 9:50,2025/1/1 11:45,320,AFT_10034,113
Flt_13867,BKVZ,JTZV,2025/1/1 9:50,2025/1/1 11:25,320,AFT_10053,89
Flt_13868,WDWO,UNUN,2025/1/1 9:50,2025/1/1 13:30,320,AFT_10009,208
Flt_13869,TLRK,CGHU,2025/1/1 9:50,2025/1/1 13:30,321,AFT_10013,213
Flt_13870,KXUZ,IGVH,2025/1/1 9:55,2025/1/1 12:30,320,AFT_10020,133
Flt_13871,IQOA,XALQ,2025/1/1 9:55,2025/1/1 12:15,321,AFT_10016,127
Flt_13872,ZKXC,JTZV,2025/1/1 9:55,2025/1/1 12:40,321,AFT_10021,185
Flt_13873,JTZV,VNDG,2025/1/1 9:55,2025/1/1 13:15,321,AFT_10007,166
Flt_13874,IGVH,AJDW,2025/1/1 10:00,2025/1/1 12:25,320,AFT_10041,140
Flt_13875,QQGB,JTZV,2025/1/1 10:00,2025/1/1 12:10,320,AFT_10131,128
Flt_13876,CTIG,JTZV,2025/1/1 10:00,2025/1/1 13:35,321,AFT_10132,206
Flt_13877,EZNJ,JTZV,2025/1/1 10:05,2025/1/1 12:15,321,AFT_10052,121
Flt_13878,PERX,JTZV,2025/1/1 10:05,2025/1/1 13:05,321,AFT_10003,179
Flt_13879,JTZV,KZXO,2025/1/1 10:10,2025/1/1 13:35,319,AFT_10133,216
Flt_13880,SZVM,IGVH,2025/1/1 10:15,2025/1/1 12:15,320,AFT_10014,97
Flt_13881,JTZV,WAQQ,2025/1/1 10:15,2025/1/1 12:25,320,AFT_10134,147
Flt_13882,WJBU,JXKD,2025/1/1 10:15,2025/1/1 12:10,320,AFT_10006,99
Flt_13883,JTZV,SSNS,2025/1/1 10:15,2025/1/1 12:35,321,AFT_10135,119
Flt_13884,XALQ,XXZT,2025/1/1 10:15,2025/1/1 12:10,321,AFT_10043,103
Flt_13885,GPWJ,JTZV,2025/1/1 10:15,2025/1/1 12:10,319,AFT_10056,104
Flt_13886,JTZV,PVTT,2025/1/1 10:20,2025/1/1 15:35,321,AFT_10136,301
Flt_13887,ZOEV,UTFU,2025/1/1 10:20,2025/1/1 13:45,321,AFT_10137,199
Flt_13888,LRNO,DULL,2025/1/1 10:20,2025/1/1 12:10,320,AFT_10138,95
Flt_13889,JTZV,OZOS,2025/1/1 10:20,2025/1/1 13:00,321,AFT_10139,146
Flt_13890,MEEP,XALQ,2025/1/1 10:20,2025/1/1 12:35,321,AFT_10015,122
Flt_13891,DIZB,WAQQ,2025/1/1 10:25,2025/1/1 13:10,320,AFT_10030,154
Flt_13892,JTZV,KHPY,2025/1/1 10:25,2025/1/1 12:25,319,AFT_10071,110
Flt_13893,TLRK,LUEM,2025/1/1 10:25,2025/1/1 12:10,320,AFT_10073,100
Flt_13894,PERX,XALQ,2025/1/1 10:25,2025/1/1 13:20,320,AFT_10011,179
Flt_13895,JXKD,JTZV,2025/1/1 10:25,2025/1/1 12:15,320,AFT_10062,102
Flt_13896,NYKQ,JTZV,2025/1/1 10:25,2025/1/1 12:40,320,AFT_10050,131
Flt_13897,TLRK,JTZV,2025/1/1 10:25,2025/1/1 12:20,321,AFT_10048,114
Flt_13898,MEEP,VEYC,2025/1/1 10:25,2025/1/1 12:50,320,AFT_10026,144
Flt_13899,JTZV,UNUN,2025/1/1 10:25,2025/1/1 14:10,320,AFT_10140,217
Flt_13900,ZFTY,XALQ,2025/1/1 10:30,2025/1/1 13:30,320,AFT_10018,169
Flt_13901,UHBK,JTZV,2025/1/1 10:30,2025/1/1 12:45,320,AFT_10066,122
Flt_13902,LQVJ,JTZV,2025/1/1 10:30,2025/1/1 12:45,320,AFT_10067,117
Flt_13903,JTZV,KXUZ,2025/1/1 10:35,2025/1/1 12:50,320,AFT_10024,125
Flt_13904,PNOJ,QFKO,2025/1/1 10:35,2025/1/1 12:25,320,AFT_10055,109
Flt_13905,TIDB,IGVH,2025/1/1 10:40,2025/1/1 13:15,320,AFT_10061,138
Flt_13906,KXUZ,XALQ,2025/1/1 10:40,2025/1/1 13:00,320,AFT_10033,117
Flt_13907,AJDW,JTZV,2025/1/1 10:40,2025/1/1 12:55,320,AFT_10072,124
Flt_13908,ZMZW,IGVH,2025/1/1 10:45,2025/1/1 14:00,321,AFT_10035,172
Flt_13909,LCYY,XALQ,2025/1/1 10:45,2025/1/1 14:00,319,AFT_10046,191
Flt_13910,FTOI,JTZV,2025/1/1 10:45,2025/1/1 12:10,319,AFT_10097,67
Flt_13911,YELV,JTZV,2025/1/1 10:45,2025/1/1 13:50,321,AFT_10029,198
Flt_13912,PNOJ,JXKD,2025/1/1 10:50,2025/1/1 12:40,320,AFT_10075,103
Flt_13913,YELV,XALQ,2025/1/1 10:50,2025/1/1 14:00,320,AFT_10042,166
Flt_13914,KIJU,XALQ,2025/1/1 10:50,2025/1/1 13:05,320,AFT_10083,121
Flt_13915,KXUZ,JTZV,2025/1/1 10:50,2025/1/1 13:45,320,AFT_10037,147
Flt_13916,TJFR,IGVH,2025/1/1 10:55,2025/1/1 14:10,320,AFT_10031,201
Flt_13917,GPWJ,JTZV,2025/1/1 10:55,2025/1/1 13:00,319,AFT_10076,109
Flt_13918,XGWY,JTZV,2025/1/1 10:55,2025/1/1 12:15,319,AFT_10100,58
Flt_13919,LCYY,CGHU,2025/1/1 10:55,2025/1/1 13:55,321,AFT_10023,183
Flt_13920,KHPY,CGHU,2025/1/1 10:55,2025/1/1 13:40,320,AFT_10045,157
Flt_13921,GPWJ,WDWO,2025/1/1 11:00,2025/1/1 13:35,319,AFT_10049,138
Flt_13922,JTZV,SSNS,2025/1/1 11:00,2025/1/1 13:35,321,AFT_10141,124
Flt_13923,JTZV,VEYC,2025/1/1 11:05,2025/1/1 12:25,321,AFT_10025,64
Flt_13924,TJFR,IRVV,2025/1/1 11:05,2025/1/1 13:15,320,AFT_10054,106
Flt_13925,DIZB,JTZV,2025/1/1 11:10,2025/1/1 13:50,321,AFT_10074,164
Flt_13926,CFEV,JTZV,2025/1/1 11:15,2025/1/1 13:10,319,AFT_10059,107
Flt_13927,LRNO,CTIG,2025/1/1 11:20,2025/1/1 14:00,320,AFT_10004,146
Flt_13928,PNOJ,LRNO,2025/1/1 11:20,2025/1/1 12:55,320,AFT_10044,86
Flt_13929,GAGH,IGVH,2025/1/1 11:25,2025/1/1 13:00,320,AFT_10101,92
Flt_13930,MOXE,UNUN,2025/1/1 11:25,2025/1/1 14:50,320,AFT_10063,219
Flt_13931,MEEP,YELV,2025/1/1 11:35,2025/1/1 13:35,321,AFT_10068,96
Flt_13932,IRVV,JTZV,2025/1/1 11:35,2025/1/1 16:15,321,AFT_10047,260
Flt_13933,JTZV,IQOA,2025/1/1 11:40,2025/1/1 13:50,320,AFT_10077,131
Flt_13934,DJQK,ZOEV,2025/1/1 11:40,2025/1/1 14:45,320,AFT_10082,189
Flt_13935,XCDO,JTZV,2025/1/1 11:40,2025/1/1 16:25,321,AFT_10017,285
Flt_13936,JTZV,SEWU,2025/1/1 11:40,2025/1/1 16:00,320,AFT_10012,248
Flt_13937,DIZB,XCDO,2025/1/1 11:40,2025/1/1 13:40,321,AFT_10036,113
Flt_13938,WGZL,PERX,2025/1/1 11:45,2025/1/1 15:30,321,AFT_10027,205
Flt_13939,JTZV,KXUZ,2025/1/1 11:45,2025/1/1 14:00,321,AFT_10084,140
Flt_13940,KHPY,JXKD,2025/1/1 11:45,2025/1/1 15:15,320,AFT_10051,206
Flt_13941,JXKD,DJQK,2025/1/1 11:45,2025/1/1 14:55,320,AFT_10028,172
Flt_13942,JTZV,OQIB,2025/1/1 11:45,2025/1/1 14:25,320,AFT_10064,151
Flt_13943,KHPY,JTZV,2025/1/1 11:45,2025/1/1 14:00,321,AFT_10099,121
Flt_13944,JTZV,UTFU,2025/1/1 11:50,2025/1/1 13:45,319,AFT_10142,110
Flt_13945,LBMY,LRNO,2025/1/1 11:50,2025/1/1 13:55,321,AFT_10038,129
Flt_13946,IGVH,JTZV,2025/1/1 11:50,2025/1/1 13:30,321,AFT_10121,84
Flt_13947,CGHU,JTZV,2025/1/1 11:55,2025/1/1 17:00,321,AFT_10032,287
Flt_13948,LCYY,JTZV,2025/1/1 11:55,2025/1/1 15:35,321,AFT_10078,215
Flt_13949,WGZL,JTZV,2025/1/1 11:55,2025/1/1 14:25,321,AFT_10085,141
Flt_13950,ZKXC,WGZL,2025/1/1 12:00,2025/1/1 14:55,320,AFT_10081,176
Flt_13951,ZBRM,JXKD,2025/1/1 12:00,2025/1/1 13:40,319,AFT_10079,96
Flt_13952,JXKD,JTZV,2025/1/1 12:00,2025/1/1 14:10,320,AFT_10111,113
Flt_13953,WOSF,JTZV,2025/1/1 12:00,2025/1/1 13:45,319,AFT_10125,90
Flt_13954,RMNJ,JTZV,2025/1/1 12:00,2025/1/1 14:40,320,AFT_10104,141
Flt_13955,XALQ,UNUN,2025/1/1 12:00,2025/1/1 16:00,321,AFT_10089,227
Flt_13956,EZNJ,XALQ,2025/1/1 12:05,2025/1/1 14:05,320,AFT_10010,115
Flt_13957,IRVV,XALQ,2025/1/1 12:05,2025/1/1 16:00,320,AFT_10080,250
Flt_13958,TJFR,JTZV,2025/1/1 12:05,2025/1/1 15:00,321,AFT_10113,162
Flt_13959,WDWO,DQBQ,2025/1/1 12:10,2025/1/1 14:40,320,AFT_10040,159
Flt_13960,YKHO,YELV,2025/1/1 12:10,2025/1/1 14:30,320,AFT_10069,131
Flt_13961,JTZV,DIZB,2025/1/1 12:10,2025/1/1 14:35,321,AFT_10065,115
Flt_13962,RXPU,XALQ,2025/1/1 12:10,2025/1/1 14:40,320,AFT_10102,153
Flt_13963,QKWB,JTZV,2025/1/1 12:10,2025/1/1 15:35,320,AFT_10092,187
Flt_13964,GSWW,YELV,2025/1/1 12:20,2025/1/1 15:20,320,AFT_10086,171
Flt_13965,RPOA,JTZV,2025/1/1 12:20,2025/1/1 16:30,319,AFT_10091,257
Flt_13966,WDWO,JTZV,2025/1/1 12:20,2025/1/1 14:20,320,AFT_10008,88
Flt_13967,CFEV,JTZV,2025/1/1 12:20,2025/1/1 14:15,319,AFT_10093,115
Flt_13968,CFEV,XALQ,2025/1/1 12:25,2025/1/1 15:05,319,AFT_10087,132
Flt_13969,GPWJ,XALQ,2025/1/1 12:25,2025/1/1 14:40,319,AFT_10109,119
Flt_13970,QFKO,CFEV,2025/1/1 12:25,2025/1/1 14:55,319,AFT_10116,134
Flt_13971,RXPU,JTZV,2025/1/1 12:30,2025/1/1 15:45,321,AFT_10107,193
Flt_13972,ZMZW,JTZV,2025/1/1 12:30,2025/1/1 15:50,321,AFT_10095,196
Flt_13973,JTZV,DQBQ,2025/1/1 12:35,2025/1/1 14:40,320,AFT_10090,115
Flt_13974,DJQK,JTZV,2025/1/1 12:35,2025/1/1 15:55,320,AFT_10112,187
Flt_13975,XALQ,CFEV,2025/1/1 12:40,2025/1/1 15:35,319,AFT_10096,172
Flt_13976,CHCY,JTZV,2025/1/1 12:40,2025/1/1 15:45,320,AFT_10119,187
Flt_13977,XALQ,SSNS,2025/1/1 12:50,2025/1/1 14:45,321,AFT_10019,110
Flt_13978,JTZV,UNUN,2025/1/1 12:50,2025/1/1 16:50,320,AFT_10122,206
Flt_13979,UTFU,DQBQ,2025/1/1 12:55,2025/1/1 15:40,320,AFT_10103,183
Flt_13980,LUEM,TLRK,2025/1/1 12:55,2025/1/1 14:50,320,AFT_10073,106
Flt_13981,XALQ,KXUZ,2025/1/1 12:55,2025/1/1 15:00,321,AFT_10015,110
Flt_13982,XALQ,LBMY,2025/1/1 12:55,2025/1/1 14:35,321,AFT_10016,79
Flt_13983,CFEV,WDWO,2025/1/1 12:55,2025/1/1 15:40,319,AFT_10098,160
Flt_13984,XXZT,XALQ,2025/1/1 12:55,2025/1/1 15:15,321,AFT_10043,147
Flt_13985,TJFR,WJBU,2025/1/1 12:55,2025/1/1 15:40,320,AFT_10108,148
Flt_13986,UNUN,JTZV,2025/1/1 12:55,2025/1/1 16:40,320,AFT_10088,188
Flt_13987,MEEP,JTZV,2025/1/1 12:55,2025/1/1 15:30,321,AFT_10118,146
Flt_13988,JTZV,MEEP,2025/1/1 13:00,2025/1/1 15:25,320,AFT_10053,127
Flt_13989,LCYY,CGHU,2025/1/1 13:00,2025/1/1 15:50,321,AFT_10070,168
Flt_13990,WGZL,JTZV,2025/1/1 13:05,2025/1/1 15:25,320,AFT_10060,151
Flt_13991,DULL,PERX,2025/1/1 13:10,2025/1/1 15:30,320,AFT_10138,131
Flt_13992,ZBRM,MEEP,2025/1/1 13:10,2025/1/1 15:30,320,AFT_10126,118
Flt_13993,KXUZ,WDWO,2025/1/1 13:10,2025/1/1 16:05,320,AFT_10115,152
Flt_13994,DIZB,IGVH,2025/1/1 13:10,2025/1/1 16:25,320,AFT_10106,205
Flt_13995,QFKO,JTZV,2025/1/1 13:10,2025/1/1 15:00,320,AFT_10055,105
Flt_13996,FCVG,JTZV,2025/1/1 13:10,2025/1/1 16:15,321,AFT_10105,174
Flt_13997,WAQQ,JTZV,2025/1/1 13:10,2025/1/1 15:45,320,AFT_10134,156
Flt_13998,VEYC,JTZV,2025/1/1 13:10,2025/1/1 14:25,321,AFT_10025,65
Flt_13999,AJDW,XCDO,2025/1/1 13:10,2025/1/1 15:45,320,AFT_10041,151
Flt_14000,JTZV,JNLE,2025/1/1 13:15,2025/1/1 15:15,319,AFT_10097,116
Flt_14001,XALQ,ZFTY,2025/1/1 13:20,2025/1/1 15:45,320,AFT_10034,135
Flt_14002,JTZV,LBMY,2025/1/1 13:20,2025/1/1 15:05,321,AFT_10094,98
Flt_14003,JTZV,JXKD,2025/1/1 13:20,2025/1/1 15:25,319,AFT_10056,117
