crewId,base,stayStation
Crew_10504,JTZV,JTZV
Crew_10505,JTZV,JTZV
Crew_10506,JTZV,JTZV
Crew_10507,JTZV,JTZV
Crew_10508,JTZV,JTZV
Crew_10509,JTZV,VEYC
Crew_10510,JTZV,JTZV
Crew_10511,JTZV,JTZV
Crew_10512,JTZV,JTZV
Crew_10513,JTZV,ZOEV
Crew_10515,XALQ,JTZV
Crew_10516,JTZV,JTZV
Crew_10518,XALQ,UNUN
Crew_10519,IGVH,IGVH
Crew_10520,XALQ,XALQ
Crew_10521,JTZV,JTZV
Crew_10523,JTZV,JTZV
Crew_10524,JTZV,LRNO
Crew_10525,JTZV,JTZV
Crew_10526,JTZV,JTZV
Crew_10527,JTZV,CGHU
Crew_10528,XALQ,XALQ
Crew_10529,JTZV,WDWO
Crew_10530,XALQ,UNUN
Crew_10532,JTZV,ZOEV
Crew_10534,XALQ,XALQ
Crew_10535,IGVH,IGVH
Crew_10536,XALQ,CGHU
Crew_10537,IGVH,IGVH
Crew_10539,IGVH,IGVH
Crew_10541,XALQ,XALQ
Crew_10542,JTZV,JTZV
Crew_10543,YELV,YELV
Crew_10544,JTZV,JTZV
Crew_10545,JTZV,JTZV
Crew_10546,IGVH,IGVH
Crew_10547,JTZV,JTZV
Crew_10548,CGHU,JTZV
Crew_10549,XALQ,XALQ
Crew_10550,IGVH,IGVH
Crew_10551,JTZV,JTZV
Crew_10552,XALQ,XALQ
Crew_10553,WDWO,WDWO
Crew_10554,IGVH,IGVH
Crew_10555,XALQ,XALQ
Crew_10557,JTZV,JTZV
Crew_10558,IGVH,IGVH
Crew_10560,JTZV,ZOEV
Crew_10561,IGVH,ZFTY
Crew_10562,JTZV,JTZV
Crew_10563,XALQ,XALQ
Crew_10564,IGVH,MEEP
Crew_10565,WDWO,WDWO
Crew_10566,IGVH,CGHU
Crew_10567,XALQ,XALQ
Crew_10568,JTZV,JTZV
Crew_10569,XALQ,XALQ
Crew_10570,YELV,YELV
Crew_10572,JTZV,JTZV
Crew_10573,JTZV,JTZV
Crew_10574,JTZV,JTZV
Crew_10576,JTZV,JTZV
Crew_10577,XALQ,YELV
Crew_10578,JTZV,JTZV
Crew_10579,JTZV,JTZV
Crew_10580,YELV,YELV
Crew_10581,JTZV,LRNO
Crew_10582,XALQ,XALQ
Crew_10583,JTZV,JTZV
Crew_10586,JTZV,JTZV
Crew_10587,JTZV,JTZV
Crew_10588,YELV,YELV
Crew_10589,IGVH,IGVH
Crew_10590,XALQ,XALQ
Crew_10591,JTZV,CTIG
Crew_10592,JTZV,JTZV
Crew_10593,IGVH,IGVH
Crew_10594,JTZV,JTZV
Crew_10595,JTZV,MEEP
Crew_10596,XALQ,UNUN
Crew_10597,JTZV,JTZV
Crew_10598,XALQ,XALQ
Crew_10599,JTZV,PERX
Crew_10600,IGVH,IGVH
Crew_10601,XALQ,XALQ
Crew_10602,JTZV,JTZV
Crew_10603,IGVH,IGVH
Crew_10604,JTZV,JTZV
Crew_10605,JTZV,ZOEV
Crew_10606,JTZV,JTZV
Crew_10607,JTZV,JTZV
Crew_10608,JTZV,JTZV
Crew_10609,JTZV,JTZV
Crew_10610,IGVH,IGVH
Crew_10611,XALQ,XALQ
Crew_10612,JTZV,JTZV
Crew_10613,JTZV,JTZV
Crew_10614,JTZV,JTZV
Crew_10615,JTZV,JTZV
Crew_10616,ZFTY,ZFTY
Crew_10617,JTZV,JTZV
Crew_10618,JTZV,JTZV
Crew_10619,JTZV,JTZV
Crew_10621,WDWO,WDWO
Crew_10622,WDWO,WDWO
Crew_10623,JTZV,JTZV
Crew_10624,JTZV,JTZV
Crew_10625,XALQ,XALQ
Crew_10626,JTZV,WDWO
Crew_10627,JTZV,JTZV
Crew_10628,JTZV,ZOEV
Crew_10630,XALQ,XALQ
Crew_10631,JTZV,WDWO
Crew_10632,JTZV,JTZV
Crew_10633,JTZV,CGHU
Crew_10634,XALQ,XALQ
Crew_10635,IGVH,IGVH
Crew_10636,XALQ,LRNO
Crew_10637,JTZV,JTZV
Crew_10638,JTZV,JTZV
Crew_10640,CGHU,CGHU
Crew_10641,JTZV,XCDO
Crew_10642,JTZV,JTZV
Crew_10643,JTZV,JTZV
Crew_10644,JTZV,JTZV
Crew_10646,JTZV,JTZV
Crew_10647,JTZV,JTZV
Crew_10649,JTZV,YELV
Crew_10650,JTZV,JTZV
Crew_10652,JTZV,JTZV
Crew_10653,IGVH,CGHU
Crew_10654,IGVH,CGHU
Crew_10656,XALQ,XALQ
Crew_10657,JTZV,JTZV
Crew_10658,XALQ,UNUN
Crew_10659,JTZV,ZFTY
Crew_10660,JTZV,DFQN
Crew_10661,JTZV,JTZV
Crew_10662,JTZV,JTZV
Crew_10663,JTZV,GGSC
Crew_10664,XALQ,XALQ
Crew_10665,JTZV,WVZF
Crew_10666,JTZV,JTZV
Crew_10667,JTZV,JTZV
Crew_10669,JTZV,CGHU
Crew_10670,IGVH,IGVH
Crew_10671,JTZV,JTZV
Crew_10672,WDWO,WDWO
Crew_10673,JTZV,JTZV
Crew_10674,WDWO,WDWO
Crew_10676,JTZV,JTZV
Crew_10677,IGVH,IGVH
Crew_10678,XALQ,XALQ
Crew_10679,XALQ,XALQ
Crew_10680,JTZV,JTZV
Crew_10681,CGHU,YELV
Crew_10683,YELV,YELV
Crew_10684,IGVH,IGVH
Crew_10685,JTZV,CGHU
Crew_10686,JTZV,JTZV
Crew_10687,IGVH,IGVH
Crew_10688,JTZV,JTZV
Crew_10689,JTZV,JTZV
Crew_10690,IGVH,IGVH
Crew_10691,IGVH,KHPY
Crew_10692,JTZV,ZOEV
Crew_10693,JTZV,JTZV
Crew_10694,IGVH,IGVH
Crew_10696,XALQ,XALQ
Crew_10697,CGHU,JTZV
Crew_10698,JTZV,ZOEV
Crew_10699,JTZV,JTZV
Crew_10701,JTZV,JTZV
Crew_10702,XALQ,XALQ
Crew_10703,IGVH,IGVH
Crew_10704,JTZV,JTZV
Crew_10706,IGVH,IGVH
Crew_10708,JTZV,JTZV
Crew_10709,JTZV,JTZV
Crew_10710,JTZV,JTZV
Crew_10711,JTZV,JTZV
Crew_10712,JTZV,JTZV
Crew_10713,JTZV,JTZV
Crew_10716,XALQ,XALQ
Crew_10717,IGVH,JTZV
Crew_10718,JTZV,JTZV
Crew_10719,JTZV,JTZV
Crew_10720,XALQ,ZOEV
Crew_10721,JTZV,CGHU
Crew_10722,JTZV,MEEP
Crew_10723,XALQ,XALQ
Crew_10724,JTZV,JTZV
Crew_10725,JTZV,WDWO
Crew_10726,JTZV,JTZV
Crew_10727,JTZV,JTZV
Crew_10728,JTZV,JTZV
Crew_10730,JTZV,JTZV
Crew_10731,JTZV,JTZV
Crew_10732,XALQ,XALQ
Crew_10733,JTZV,VEYC
Crew_10734,JTZV,JTZV
Crew_10735,XALQ,MEEP
Crew_10736,IGVH,IGVH
Crew_10737,ZFTY,JTZV
Crew_10738,XALQ,XALQ
Crew_10739,JTZV,JTZV
Crew_10740,ZOEV,LRNO
Crew_10741,JTZV,JTZV
Crew_10742,JTZV,JTZV
Crew_10743,WDWO,WDWO
Crew_10745,JTZV,JTZV
Crew_10746,JTZV,JTZV
Crew_10747,JTZV,JTZV
Crew_10748,JTZV,JTZV
Crew_10750,JTZV,IGVH
Crew_10751,JTZV,JTZV
Crew_10752,JTZV,ZOEV
Crew_10754,JTZV,JTZV
Crew_10755,JTZV,ZOEV
Crew_10756,JTZV,JTZV
Crew_10757,YELV,JTZV
Crew_10758,JTZV,LRNO
Crew_10759,JTZV,JTZV
Crew_10760,JTZV,JTZV
Crew_10761,XALQ,XALQ
Crew_10762,JTZV,JTZV
Crew_10763,JTZV,JTZV
Crew_10764,JTZV,WDWO
Crew_10765,JTZV,JTZV
Crew_10766,JTZV,JTZV
Crew_10767,JTZV,JTZV
Crew_10768,JTZV,JTZV
Crew_10769,JTZV,JTZV
Crew_10770,XALQ,CGHU
Crew_10771,JTZV,JTZV
Crew_10772,JTZV,YELV
Crew_10773,JTZV,JTZV
Crew_10774,JTZV,JTZV
Crew_10775,JTZV,JTZV
Crew_10776,JTZV,JTZV
Crew_10777,XALQ,UNUN
Crew_10778,JTZV,JTZV
Crew_10779,JTZV,EJUF
Crew_10780,JTZV,JTZV
Crew_10781,JTZV,JTZV
Crew_10782,IGVH,IGVH
Crew_10783,JTZV,JTZV
Crew_10784,JTZV,YELV
Crew_10785,JTZV,WDWO
Crew_10786,XALQ,XALQ
Crew_10787,XALQ,XALQ
Crew_10788,XALQ,XALQ
Crew_10789,XALQ,XALQ
Crew_10790,XALQ,XALQ
Crew_10791,JTZV,ZFTY
Crew_10792,XALQ,LRNO
Crew_10794,JTZV,JTZV
Crew_10795,JTZV,ZOEV
Crew_10796,JTZV,LRNO
Crew_10797,JTZV,JTZV
Crew_10798,IGVH,IGVH
Crew_10799,XALQ,DIZB
Crew_10801,JTZV,JTZV
Crew_10802,IGVH,IGVH
Crew_10804,XALQ,XALQ
Crew_10805,XALQ,XALQ
Crew_10806,JTZV,JTZV
Crew_10807,JTZV,MEEP
Crew_10808,JTZV,JTZV
Crew_10809,WDWO,WDWO
Crew_10810,JTZV,JTZV
Crew_10811,JTZV,JTZV
Crew_10812,JTZV,JTZV
Crew_10813,JTZV,JTZV
Crew_10814,IGVH,CGHU
Crew_10815,YELV,YELV
Crew_10816,JTZV,JTZV
Crew_10817,IGVH,CGHU
Crew_10818,YELV,ZBRM
Crew_10819,YELV,YELV
Crew_10820,IGVH,IGVH
Crew_10825,JTZV,JTZV
