id,crewId,airport,startTime,endTime,isDuty
Grd_2181_10000,Crew_10013,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_2181_10001,Crew_10013,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_1170_10000,Crew_10020,IGVH,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2152_10000,Crew_10021,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1180_10000,Crew_10022,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1749_10000,Crew_10024,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1768_10000,Crew_10025,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1609_10000,Crew_10027,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1609_10001,Crew_10027,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1717_10000,Crew_10029,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1151_10000,Crew_10032,XALQ,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1151_10001,Crew_10032,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1151_10002,Crew_10032,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2744_10000,Crew_10036,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2744_10001,Crew_10036,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2744_10002,Crew_10036,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2611_10000,Crew_10037,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1710_10000,Crew_10038,XALQ,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1705_10000,Crew_10039,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1705_10001,Crew_10039,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1705_10002,Crew_10039,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1705_10003,Crew_10039,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_1155_10000,Crew_10041,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1155_10001,Crew_10041,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1155_10002,Crew_10041,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1155_10003,Crew_10041,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_2129_10000,Crew_10042,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_2155_10000,Crew_10043,XALQ,2025/1/2 8:00,2025/1/2 18:00,1
Grd_2155_10001,Crew_10043,XALQ,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1733_10000,Crew_10049,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1733_10001,Crew_10049,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1733_10002,Crew_10049,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1733_10003,Crew_10049,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1152_10000,Crew_10050,XALQ,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1719_10000,Crew_10053,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1174_10000,Crew_10060,XALQ,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1174_10001,Crew_10060,XALQ,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1174_10002,Crew_10060,XALQ,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1174_10003,Crew_10060,XALQ,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1174_10004,Crew_10060,XALQ,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1174_10005,Crew_10060,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1174_10006,Crew_10060,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1715_10000,Crew_10067,WDWO,2025/1/7 8:00,2025/1/7 18:00,1
Grd_9475_10000,Crew_10079,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_9455_10000,Crew_10080,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_9459_10000,Crew_10081,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_4113_10000,Crew_10082,IGVH,2025/1/1 8:00,2025/1/1 18:00,1
Grd_4113_10001,Crew_10082,IGVH,2025/1/2 8:00,2025/1/2 18:00,1
Grd_4113_10002,Crew_10082,IGVH,2025/1/3 8:00,2025/1/3 18:00,1
Grd_4113_10003,Crew_10082,IGVH,2025/1/5 8:00,2025/1/5 18:00,1
Grd_4113_10004,Crew_10082,IGVH,2025/1/6 8:00,2025/1/6 18:00,1
Grd_43382_10000,Crew_10084,WDWO,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2041_10000,Crew_10086,XALQ,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2039_10000,Crew_10092,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_2522_10000,Crew_10094,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_2159_10000,Crew_10096,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2159_10001,Crew_10096,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2369_10000,Crew_10100,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2369_10001,Crew_10100,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2369_10002,Crew_10100,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2038_10000,Crew_10102,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2038_10001,Crew_10102,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2038_10002,Crew_10102,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_2038_10003,Crew_10102,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_2134_10000,Crew_10110,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1718_10000,Crew_10118,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1718_10001,Crew_10118,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1576_10000,Crew_10119,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1727_10000,Crew_10120,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1727_10001,Crew_10120,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1331_10000,Crew_10122,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1688_10000,Crew_10125,XALQ,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1127_10000,Crew_10128,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1127_10001,Crew_10128,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1701_10000,Crew_10130,XALQ,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1701_10001,Crew_10130,XALQ,2025/1/2 0:00,2025/1/2 23:59,0
Grd_1701_10002,Crew_10130,XALQ,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1401_10000,Crew_10131,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1401_10001,Crew_10131,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1401_10002,Crew_10131,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1401_10003,Crew_10131,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1401_10004,Crew_10131,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1401_10005,Crew_10131,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1401_10006,Crew_10131,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2474_10000,Crew_10132,XALQ,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2474_10001,Crew_10132,XALQ,2025/1/4 8:00,2025/1/4 18:00,1
Grd_2474_10002,Crew_10132,XALQ,2025/1/5 8:00,2025/1/5 18:00,1
Grd_2474_10003,Crew_10132,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1651_10000,Crew_10134,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2104_10000,Crew_10135,XALQ,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1376_10000,Crew_10137,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1405_10000,Crew_10140,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1655_10000,Crew_10142,XALQ,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1655_10001,Crew_10142,XALQ,2025/1/2 0:00,2025/1/2 23:59,0
Grd_1655_10002,Crew_10142,XALQ,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2442_10000,Crew_10145,XALQ,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1683_10000,Crew_10146,YELV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1683_10001,Crew_10146,YELV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1683_10002,Crew_10146,YELV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2113_10000,Crew_10147,WDWO,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2113_10001,Crew_10147,WDWO,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2113_10002,Crew_10147,WDWO,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2113_10003,Crew_10147,WDWO,2025/1/4 0:00,2025/1/4 23:59,0
Grd_2113_10004,Crew_10147,WDWO,2025/1/5 0:00,2025/1/5 23:59,0
Grd_2113_10005,Crew_10147,WDWO,2025/1/6 0:00,2025/1/6 23:59,0
Grd_2113_10006,Crew_10147,WDWO,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1378_10000,Crew_10150,UNUN,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2112_10000,Crew_10151,XALQ,2025/1/2 8:00,2025/1/2 18:00,1
Grd_10658_10000,Crew_10154,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_2364_10000,Crew_10157,IGVH,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2459_10000,Crew_10158,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1676_10000,Crew_10159,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_2093_10000,Crew_10161,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2093_10001,Crew_10161,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2093_10002,Crew_10161,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2093_10003,Crew_10161,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_2093_10004,Crew_10161,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_2093_10005,Crew_10161,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_2381_10000,Crew_10162,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2381_10001,Crew_10162,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_2381_10002,Crew_10162,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_2381_10003,Crew_10162,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_2466_10000,Crew_10163,IGVH,2025/1/1 8:00,2025/1/1 18:00,1
Grd_2102_10000,Crew_10166,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1684_10000,Crew_10170,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1684_10001,Crew_10170,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_1684_10002,Crew_10170,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_4082_10000,Crew_10171,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_4082_10001,Crew_10171,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_4082_10002,Crew_10171,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1381_10000,Crew_10174,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1381_10001,Crew_10174,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1172_10000,Crew_10176,IGVH,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2193_10000,Crew_10180,IGVH,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2193_10001,Crew_10180,IGVH,2025/1/7 8:00,2025/1/7 18:00,1
Grd_4106_10000,Crew_10185,XALQ,2025/1/1 8:00,2025/1/1 18:00,1
Grd_4106_10001,Crew_10185,XALQ,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1673_10000,Crew_10189,XALQ,2025/1/6 8:00,2025/1/6 18:00,1
Grd_4063_10000,Crew_10191,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_2551_10000,Crew_10193,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_2551_10001,Crew_10193,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_2551_10002,Crew_10193,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_2551_10003,Crew_10193,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_2551_10004,Crew_10193,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_2551_10005,Crew_10193,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_4036_10000,Crew_10196,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_9410_10000,Crew_10198,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_9410_10001,Crew_10198,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_9410_10002,Crew_10198,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_9411_10000,Crew_10199,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_9411_10001,Crew_10199,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_9411_10002,Crew_10199,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_9411_10003,Crew_10199,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_9403_10000,Crew_10202,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1332_10000,Crew_10203,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1332_10001,Crew_10203,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1460_10000,Crew_10206,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_4019_10000,Crew_10207,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1106_10000,Crew_10211,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_1106_10001,Crew_10211,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_1106_10002,Crew_10211,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1106_10003,Crew_10211,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1106_10004,Crew_10211,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1106_10005,Crew_10211,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1106_10006,Crew_10211,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_4089_10000,Crew_10212,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_4089_10001,Crew_10212,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_1113_10000,Crew_10216,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1113_10001,Crew_10216,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1113_10002,Crew_10216,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1113_10003,Crew_10216,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1113_10004,Crew_10216,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1113_10005,Crew_10216,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1113_10006,Crew_10216,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_1030_10000,Crew_10217,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1030_10001,Crew_10217,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1030_10002,Crew_10217,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1030_10003,Crew_10217,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1030_10004,Crew_10217,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1030_10005,Crew_10217,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1030_10006,Crew_10217,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2084_10000,Crew_10220,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2084_10001,Crew_10220,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_2084_10002,Crew_10220,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_4011_10000,Crew_10223,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_4011_10001,Crew_10223,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_4011_10002,Crew_10223,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1328_10000,Crew_10227,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_1390_10000,Crew_10228,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1390_10001,Crew_10228,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_10598_10000,Crew_10232,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_3098_10000,Crew_10235,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_2087_10000,Crew_10236,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_2087_10001,Crew_10236,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2260_10000,Crew_10238,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_3100_10000,Crew_10240,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_3100_10001,Crew_10240,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_4097_10000,Crew_10242,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1114_10000,Crew_10244,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_4090_10000,Crew_10245,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1712_10000,Crew_10248,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1366_10000,Crew_10249,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1366_10001,Crew_10249,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1366_10002,Crew_10249,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1366_10003,Crew_10249,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1366_10004,Crew_10249,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_10600_10000,Crew_10250,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_1350_10000,Crew_10251,XALQ,2025/1/3 8:00,2025/1/3 18:00,1
Grd_10599_10000,Crew_10253,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_9382_10000,Crew_10255,JTZV,2025/1/1 0:00,2025/1/1 23:59,0
Grd_9382_10001,Crew_10255,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_9382_10002,Crew_10255,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_9382_10003,Crew_10255,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_1756_10000,Crew_10262,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1756_10001,Crew_10262,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1756_10002,Crew_10262,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1756_10003,Crew_10262,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_1162_10000,Crew_10265,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_3018_10000,Crew_10267,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_3018_10001,Crew_10267,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_3018_10002,Crew_10267,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_3018_10003,Crew_10267,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_1096_10000,Crew_10270,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_2379_10000,Crew_10271,JTZV,2025/1/4 0:00,2025/1/4 23:59,0
Grd_2379_10001,Crew_10271,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_1613_10000,Crew_10273,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1012_10000,Crew_10276,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_3104_10000,Crew_10277,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_3104_10001,Crew_10277,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_3104_10002,Crew_10277,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1620_10000,Crew_10278,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_3041_10000,Crew_10280,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_3041_10001,Crew_10280,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_3041_10002,Crew_10280,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_3041_10003,Crew_10280,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_3041_10004,Crew_10280,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_3041_10005,Crew_10280,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_3041_10006,Crew_10280,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_2000_10000,Crew_10282,XALQ,2025/1/2 0:00,2025/1/2 23:59,0
Grd_2072_10000,Crew_10293,XALQ,2025/1/7 8:00,2025/1/7 18:00,1
Grd_10496_10000,Crew_10297,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_10496_10001,Crew_10297,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_10496_10002,Crew_10297,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_10496_10003,Crew_10297,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1173_10000,Crew_10300,WDWO,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1173_10001,Crew_10300,WDWO,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1586_10000,Crew_10301,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1482_10000,Crew_10305,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_3038_10000,Crew_10306,JTZV,2025/1/1 8:00,2025/1/1 18:00,1
Grd_3038_10001,Crew_10306,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_3038_10002,Crew_10306,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_3038_10003,Crew_10306,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_3038_10004,Crew_10306,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1102_10000,Crew_10309,JTZV,2025/1/2 8:00,2025/1/2 18:00,1
Grd_1102_10001,Crew_10309,JTZV,2025/1/3 0:00,2025/1/3 23:59,0
Grd_1102_10002,Crew_10309,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1105_10000,Crew_10314,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1105_10001,Crew_10314,JTZV,2025/1/7 0:00,2025/1/7 23:59,0
Grd_2018_10000,Crew_10318,JTZV,2025/1/2 0:00,2025/1/2 23:59,0
Grd_3035_10000,Crew_10319,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_3035_10001,Crew_10319,JTZV,2025/1/5 0:00,2025/1/5 23:59,0
Grd_3035_10002,Crew_10319,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_1308_10000,Crew_10326,JTZV,2025/1/3 8:00,2025/1/3 18:00,1
Grd_1308_10001,Crew_10326,JTZV,2025/1/4 8:00,2025/1/4 18:00,1
Grd_1308_10002,Crew_10326,JTZV,2025/1/5 8:00,2025/1/5 18:00,1
Grd_3096_10000,Crew_10330,JTZV,2025/1/6 0:00,2025/1/6 23:59,0
Grd_3096_10001,Crew_10330,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
Grd_1315_10000,Crew_10334,JTZV,2025/1/6 8:00,2025/1/6 18:00,1
Grd_1315_10001,Crew_10334,JTZV,2025/1/7 8:00,2025/1/7 18:00,1
